codeswitch_sentence,languages
بالسيارة عشر ساعات او بال truck اثنعشر ساعة وبالطيارة ساعة ونص,Saudi-English
ايه ومع المطارات رايح جاي فانت ماشاءالله تبارك الله ترا التنقل بين المدن فالمملكة كبيرة فا logistically انت صحيح ايه داخل المملكة بس بعيدة ماشاءالله تبارك الله فابها,Saudi-English
برضو فلازم تفكر بال logistic لازم تفكر فالاشراف لازم تفكر فالزيارات الاشرافية ال super vision,Saudi-English
و و الى اخره بس هذي الاشياء بس diffidently ال ال التوسع داخل المملكة هي خطوة اولى,Saudi-English
ok قبل ما اني افكر اني اتوسع خارج المملكة فيه عندك السياحة الدينية,Saudi-English
المكرمة باذن الهل باذن الله حتكون من خطواتنا الجاية مو شرط fine dinning,Saudi-English
كمان يعني نركب بالشيء بما يو هذا ايه بس ال هو ال casual ال casual اللي هو شيء,Saudi-English
توسعكم القادم هل هو بنفس النموذج السابق انك تاخذ براندات عالمية كا franchise ولا حتبدا تشتغل على برانداتك والله احنا بدينا نشتغل حيكون hybrid بين هذي وبين هذي,Saudi-English
ok يعني لسى مقتنع انت بجدوى اخذ علامات تجارية اخذ علامات اذا انا ماقدر اسوي زيها هذا واحد اذا الاسم جدا,Saudi-English
كبير وقوي وال add value,Saudi-English
يعطينا know how احنا نتعلم لما ناخذ franchise ترا نتعلم يضيف لنا اذا ماشفنا ان الاسم هذا ممكن يضيف لنا من know how من portfolio من اسم من لا,Saudi-English
مو بس مو بس عشان الاسم بس لازم يعطينا كا know how فالشركة اللي نبغى ناخذ منها نبغى ناخذ من شركة فعلا تكملنا وتضيف لنا,Saudi-English
شيء اذا ما فيها اضافة know how احنا الحمد لله الان,Saudi-English
بقدرتنا انه نصدر know how مو بس انه نستورد know how فا سوينا ميازو كان اول خطوة والحمدلله,Saudi-English
خليك واثق والحمد لله الحمد لله جانا feedback جدا جدا جدا قوي و positive يعني حتى لدرجة ناس صارت تقول هذا نوزومي plus,Saudi-English
فعلا يعني تجربة صراحة ماشاءالله نوزومي بلس ناجحة فالحمدلله هذا واحد سوينا كايزو,Saudi-English
فال dq to go والطلبات هو زمان كان اسمه نوزومي to go تغير الى كايزو,Saudi-English
وجدا عليه اقبال كويس و و باسعار ارخص نفس ال ingredients حقت ميازو,Saudi-English
ok ونفس ال raw material فا مافيها كلام بس تكلفة التشغيل ارخص ok اء سوينا روباتا فالدايري الشمالي في حطين,Saudi-English
في the canopy,Saudi-English
الحمدلله تبارك الله هذا our own brand من you from the scratch احنا اللي سويناه و developed,Saudi-English
ااء هذي كلها تحت ميازو family روباتا وكايزو تحت ميازو الان ان شاء الله نهاية الشهر مطعم ايطالي اللي احنا سويناه اسمه اجو ok,Saudi-English
اء احنا سوينا ال brand سوينا branding بتشتغل عليه,Saudi-English
سنة تقريبا ال branding our own restaurants اللي بيدخل القطاع هذا انت تنصحه,Saudi-English
يبدا franchise ولا ماعنده know how انا انصح انه franchise اذا ماعنده know how بس لمن يجيب ال franchise,Saudi-English
يكون يحاول يتعلم ال know how,Saudi-English
مو بس يجيب franchise ويكون هو اللي راكب فالكرسي الخلفي ايه لا حرام,Saudi-English
حاول تركب فالكرسي اللي جنب السواق وتشوف السواق شلون يسوق فيه ملاحظة على طريقة عملكم بشكل عام الناس يقولون انه انتوا تجيبون براندات,Saudi-English
هي في بلدها casual ولا,Saudi-English
upper casual وتجون هنا تفخمونها مرة تصير fine dinning باسعار اعلى وبتجربة مختلفة عن الاساس,Saudi-English
ok هل تتفق مع هذا هذا الملاحظة والله قد يكون التجربة ايرث كافيه انه فخمنا المكان,Saudi-English
ok بس ال ال الروح وال spirit هي نفسها,Saudi-English
ok ما تغيرت لكن ال decor المكان صحيح تغير,Saudi-English
ok واضفنا وكانت جاتنا تعليقات كثير ايجابية ok انه انتو رفعتوا من مستوى ايرث كافيه,Saudi-English
لدرجة انه الان صارت الشركة الام برا تبغى تتعامل مع richard,Saudi-English
تبغى وبدت تتعامل مع richard مباشرة حبوا ال face lift فصار ال face lift اللي احنا عملناه هذا شيء يعطي يعزز لنا ان احنا صرنا احنا نعطي التغيير,Saudi-English
وليش كل مطاعمكم تدور في فلك ايطالي ياباني ايطالي ياباني ما رحتوا ايراني ما رحتوا هندي مارحتوا هذي وحدة من الخطوات ok وش ال cuisine,Saudi-English
ok هذي وحدة من ال وش ال cuisine او الاصناف او الاطباق اللي ناوين تت او المطابخ اللي ناوين تدخلونها,Saudi-English
الاكثر الاكل الايراني كا cuisine طعم ونحبه فيه ارزاز وفيه والناس يحبونه يعني غريب انه ما فيه شيء موجود فالسوق الاكل الهندي,Saudi-English
والمغربي والمغربي صحيح ok,Saudi-English
فا فهذي الثلاثة مهتمين فيها هذي الثلاثة cuisines مهتمين فيها وغير موجودة بي بي عين بعدد كافي اء,Saudi-English
زي تحالفات او تكتلات فيه group شاكر انتوا طبعا جاوة طلع من عندكم صرتوا انتوا اخوان ثلاثة ايه من اول ايه فانتوا اخوان ثلاثة تملكون ال group صحيح صحيح ومعاكم,Saudi-English
وانا ابغى اطلع من mood الشغل فتجرب مطاعم برا ال group اطلع اجرب لانه من الاستقبال الى المدير الى الموظفين كلهم يعرفوني,Saudi-English
انا توقع عشان القطاع هذا يقدر يكمل بشكل عام ok يقدر يكمل لازم يجيه دعم,Saudi-English
والعرض الان صار كثير والعرض جالس يزيد ولاهو مهدي جالس يزيد فبالتالي هذي راح تاخذ من market share او الحصة السوقية اكثر واكثر,Saudi-English
ابغى اسالك سؤال ايه لما نروح دبي ok,Saudi-English
ب grace period فترة سماح عشان تمر بالازمة تدعم ال cash flow لانه وين المشكلة صايرة عندك هي تدفق نقدي,Saudi-English
فالتدفق النقدي negative ok لمن يكون التدفق النقدي انت خسايرك مستمرة,Saudi-English
اشيل هم اني اطلع من مكتبي فبعتمد على جاهز وهنقرستيشن وذا شيف وكل ال applications واطلب وانا جالس تحت المكيف,Saudi-English
ماراح اشغل سيارتي فالشمس واطلع واوقفها تحت الشمس وارجع مرة ثانية ادوخ ok ففيه عوامل كثير ماهي بيدنا,Saudi-English
طيب هذي باقية للابد انا اقرضتك متى بترجع لي اذا انت وقطاعك احنا over supply,Saudi-English
هذي تضر حتى في direct و indirect تضر حتى بالمستثمر الاجنبي اللي جالس يفكر يجي,Saudi-English
